dataset,year,table,variable,role,family,manual_page,semantic_anchor_score,format,sas_name,element_values,definition,verification_status
CRSS,2024,person.csv,ROLLOVER,candidate_feature,occupant_person,202,0,,,,"of an ROV. 108 (Motorhome) is used when it is known the vehicle is a motor home. This includes light vehicle-based motor homes (chassis mounted), medium/heavy vehicle-based motor homes, and campers or motor homes with unknown GVWR. 109 (Motorcycle - Cross Country) Cross-country motorcycles are used for cross-country racing. 110 (Motorcycle - Underbone) is a motorcycle that uses structural tube framing with an overlay of plastic or non-structural body panels and contrasts with monocoque or unibody designs where pressed steel serves both as the vehicle's structure and bodywork. 111 (Step Van / Walk-in Van) refers to a multi-stop delivery vehicle. Examples are the Grumman LLV used by the U.S. Postal Service or the Aeromate manufactured by Utilimaster Motor Corporation. 113 (Off-road Vehicle - Motocross (Off-road short-distance, closed track racing)) Motocross is a form of off-road motorcycle racing held on enclosed off-road circuits. 114 (Motorcycle - Competition) the classification simply designates these motorcycles as being used in some sort of racing or competition. 117 (Limousine) A limousine is a luxury vehicle typically driven by a chauffeur with a partition between the driver’s compartment and the passenger’s compartment. Stretch limos, limo buses (also known as party buses), sedan limos, SUV limos, convertible limos, and all other types of limos would also be coded as 117 (Limousine). 119 (Sport Utility Truck (SUT)) General Motors labels several of its vehicles as SUTs. These vehicles include Cadillac Escalade, Chevrolet Avalanche, Hummer Pickup Truck. The common features of these vehicles are that they are pickup truck-based sport utility vehicles with four doors and pickup truck beds. 124 (Off-road Vehicle - Golf Cart) is a motor vehicle that is designed and manufactured for operation on a golf course for sporting or recreational purposes. Golf carts or golf cars are different from code 004 (Low speed vehicle (LSV)/Neighborhood Electric Vehicle (NEV)) in that if they are manufactured to go less than 20 mph, they are not subject to the Federal Motor Vehicle Safety Standard (FMVSS) 500. Thus, golf carts will not have a 17-digit VIN. Golf carts will have a nonstandard serial number that may be reported in the case materials. Also, typically golf carts will not have safety features required of LSVs/NEVs under the FMVSS like safety belts, headlights, turn signal and tail lamps, rearview mirrors, etc., but may if made to be street legal. 125 (Motorcycle - Unknown Body Class) Use this code if you are unable to determine the specific type of Motorcycle (i.e., one of the other motorcycle attributes).",DEFINITION_CONTEXT_FOUND
CRSS,2024,person.csv,ROLLOVER,candidate_feature,occupant_person,224,1,,,,"of an ROV. 97 (Other Vehicle Type) is used when the motorized vehicle in question does not qualify for 93 (Construction equipment other than trucks), 92 (Farm equipment other than trucks), or 91 (Snowmobile). Examples of Other Vehicle Types are forklifts, city street sweepers, go-karts, “kit” cars, riding lawn mowers, etc. Not Reported and Unknown Body Types 98 (Not Reported) Code Not Reported only when NCSA MAKE, NCSA MODEL, NCSA BODY TYPE, and VEHICLE MODEL YEAR are ALL Not Reported. If you have partial information, see 99 (Unknown Body Type). If a State’s crash report manual instructs to leave blank data blocks that are not applicable, then a blank in those data blocks is NOT considered “Not Reported.” Code 98 (Not Reported) in these two situations. 1. No field or coding block exists on the State’s crash report to provide the information to code this element, AND no other information is available to code the element (e.g., narrative, diagram, case materials). 2. A field or coding block exists on the State’s crash report that would provide the information needed to code this element, but it has been left blank, OR a code has been selected on the State’s crash report that does not map to any FARS/CRSS attribute, AND",DEFINITION_CONTEXT_FOUND
CRSS,2024,person.csv,ROLLOVER,candidate_feature,occupant_person,269,3,1 numeric,"Vehicle.ROLLOVER, Person.ROLLOVER",Codes Attributes 0 No Rollover 3 Rollover 8 Not Applicable,This element identifies whether a rollover or overturn occurred during the crash involving this vehicle.,DEFINITION_CONTEXT_FOUND
CRSS,2024,person.csv,ROLLOVER,candidate_feature,occupant_person,270,3,1 numeric,Vehicle.ROLINLOC,Codes Attributes 0 No Rollover 1 On Roadway 2 On Shoulder 3 On Median/Separator 4 In Gore 5 On Roadside 6 Outside of Trafficway 7 In Parking Lane/Zone 8 Not Applicable 9 Unknown,This element identifies the location of the trip point or start of the vehicle’s roll.,DEFINITION_CONTEXT_FOUND
CRSS,2024,person.csv,ROLLOVER,candidate_feature,occupant_person,285,3,Read Only,"Cevent.SOE, Vevent.SOE","Non-Harmful Events: Codes Attributes 61 Equipment Failure (blown tire, brake failure, etc.) 62 Separation of Units 63 Ran Off Roadway - Right 64 Ran Off Roadway - Left 79 Ran off Roadway - Direction Unknown 71 End Departure 65 Cross Median 68 Cross Centerline 66 Downhill Runaway 67 Vehicle Went Airborne 69 Re-entering Roadway 70 Non-harmful, Swaying Trailer/Jackknife 60 Cargo/Equipment Loss or Shift (non-harmful) Non-Collision Harmful Events: Codes Attributes 01 Rollover/Overturn 02 Fire/Explosion 03 Immersion or Partial Immersion 04 Gas Inhalation 51 Jackknife (harmful to this vehicle) 06 Injured in Vehicle (Non-Collision) 44 Pavement Surface Irregularity (Ruts, Potholes, Grates, etc.) 07 Other Non-Collision 72 Cargo/Equipment Loss, Shift, or Damage (harmful) 16 Thrown or Falling Object",,STRUCTURED_PAGE_FOUND
CRSS,2024,person.csv,ROLLOVER,candidate_feature,occupant_person,303,3,2 numeric,"Vehicle.M_HARM, Parkwork.PM_HARM","Non-Collision Most Harmful Events: Codes Attributes 01 Rollover/Overturn 02 Fire/Explosion 03 Immersion or Partial Immersion 04 Gas Inhalation 51 Jackknife (harmful to this vehicle) 06 Injured in Vehicle (Non-Collision) 44 Pavement Surface Irregularity (Ruts, Potholes, Grates, etc.) 07 Other Non-Collision 16 Thrown or Falling Object 72 Cargo/Equipment Loss, Shift, or Damage (harmful) 05 Fell/Jumped from Vehicle Collision With Motor Vehicle In-Transport: Codes Attributes 12 Motor Vehicle In-Transport 54 Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons, or Objects Set in Motion from/by Another Motor Vehicle In-Transport 55 Motor Vehicle in Motion Outside the Trafficway Collision With Object Not Fixed: Codes Attributes 08 Pedestrian 09 Pedalcyclist 10 Railway Vehicle 74 Road Vehicle on Rails 11 Live Animal",,STRUCTURED_PAGE_FOUND
CRSS,2024,person.csv,ROLLOVER,candidate_feature,occupant_person,483,3,2 numeric,Vehicle.ACC_TYPE,As assigned by the selection on the next screens Codes Attributes 00 No Impact 01-93 Crash Types 98 Other Crash Type 99 Unknown,This element describes the type of crash this in-transport vehicle was involved in based on the FIRST HARMFUL EVENT and the precrash circumstances.,DEFINITION_CONTEXT_FOUND
CRSS,2024,person.csv,IMPACT1,candidate_feature,occupant_person,272,3,"2 subfields: Subfield 1, 2 numeric; Subfield 2, Select All That Apply","Vehicle.IMPACT1, Person.IMPACT1, Parkwork.PIMPACT1, Damage.DAMAGE","Subfield 1: Areas of Impact—Initial Contact Point Codes Attributes 00 Non-Collision 01-12 Clock Points 13 Top 14 Undercarriage 61 Left 62 Left - Front Side 63 Left - Back Side 81 Right 82 Right - Front Side 83 Right - Back Side 18 Cargo/Vehicle Parts Set in Motion 19 Other Objects or Person Set in Motion 20 Object Set in Motion, Unknown if Cargo/Vehicle Parts or Other 98 Not Reported 99 Reported as Unknown Subfield 2: Damaged Areas Codes Attributes 01-12 Clock Values 13 Top 14 Undercarriage 15 No Damage 99 Damage Areas Unknown",,STRUCTURED_PAGE_FOUND
CRSS,2024,person.csv,FIRE_EXP,candidate_feature,occupant_person,318,3,1 numeric,"Vehicle.FIRE_EXP, Person.FIRE_EXP, Parkwork.PFIRE",Codes Attributes 0 No or Not Reported 1 Yes,This element identifies whether or not a fire in any way related to the crash occurred in this vehicle.,DEFINITION_CONTEXT_FOUND
CRSS,2024,vehicle.csv,HARM_EV,candidate_feature,vehicle,103,3,2 numeric,"Accident.HARM_EV, Vehicle.HARM_EV, Person.HARM_EV, Parkwork.PHARM_EV","Non-Collision Harmful Events: Codes Attributes 01 Rollover/Overturn 02 Fire/Explosion 03 Immersion or Partial Immersion 04 Gas Inhalation 51 Jackknife (harmful to this vehicle) 06 Injured in Vehicle (Non-Collision) 44 Pavement Surface Irregularity (Ruts, Potholes, Grates, etc.) 07 Other Non-Collision 16 Thrown or Falling Object 72 Cargo/Equipment Loss, Shift, or Damage (harmful) 05 Fell/Jumped from Vehicle Collision With Motor Vehicle In-Transport: Codes Attributes 12 Motor Vehicle In-Transport 54 Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons, or Objects Set in Motion from/by Another Motor Vehicle In-Transport 55 Motor Vehicle in Motion Outside the Trafficway Collision With Object Not Fixed: Codes Attributes 08 Pedestrian 09 Pedalcyclist 10 Railway Vehicle 74 Road Vehicle on Rails 11 Live Animal",,STRUCTURED_PAGE_FOUND
CRSS,2024,vehicle.csv,MAN_COLL,candidate_feature,vehicle,117,3,2 numeric,"Accident.MAN_COLL, Vehicle.MAN_COLL, Person.MAN_COLL, Parkwork.PMAN_COLL",Codes Attributes 00 The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport 01 Front-to-Rear 02 Front-to-Front 06 Angle 07 Sideswipe-Same Direction 08 Sideswipe-Opposite Direction 09 Rear-to-Side 10 Rear-to-Rear 11 Other 98 Not Reported 99 Reported as Unknown,"This element identifies the orientation of two motor vehicles in-transport when they are involved in the FIRST HARMFUL EVENT of a collision crash. If the FIRST HARMFUL EVENT is not a collision between two motor vehicles in-transport, it is classified as such.",DEFINITION_CONTEXT_FOUND
CRSS,2024,vehicle.csv,TRAV_SP,candidate_feature,vehicle,264,3,3 numeric,Vehicle.TRAV_SP,Codes Attributes 000 Stopped Motor Vehicle In-Transport 001-151 Reported Speed up to 151 mph 997 Greater Than 151 mph 998 Not Reported 999 Reported as Unknown,This element records the speed the vehicle was traveling prior to the occurrence of the crash as reported by the investigating officer.,DEFINITION_CONTEXT_FOUND
CRSS,2024,vehicle.csv,ROLLOVER,candidate_feature,vehicle,29,0,,,,"V31 Vehicle Underride/Override FARS, CRSS This element indicates whether this vehicle experienced an underride or override with another vehicle during the crash. V32 Rollover FARS, CRSS This element identifies whether a rollover or overturn occurred during the crash involving this vehicle. V33 Location of Rollover FARS, CRSS This element identifies the location of the trip point or start of the vehicle’s roll. V34 (1) Areas of Impact—Initial Contact Point FARS, CRSS This subfield identifies the area on this vehicle that produced the first instance of injury to non-motorists or occupants of this vehicle, or that resulted in the first instance of damage to other property or to this vehicle. V34 (2) Areas of Impact— Damaged Areas FARS, CRSS This subfield identifies all the areas on this vehicle that were damaged in the crash as reflected in the case materials. V35 Extent of Damage FARS, CRSS This element indicates the amount of damage sustained by this vehicle in this crash as indicated in the case materials based on an operational damage scale. V36 Vehicle Towed FARS, CRSS This data element identifies whether the vehicle was towed from the scene of the crash. V37 Sequence of Events FARS, CRSS The events in sequence related to this motor vehicle regardless of injury and/or property damage. Code each event for this vehicle in the order in which they occur, timewise, from the police crash report narrative and diagram. V38 Most Harmful Event FARS, CRSS This element identifies the event that resulted in the most severe injury or, if no injury, the greatest property",DEFINITION_CONTEXT_FOUND
CRSS,2024,vehicle.csv,ROLLOVER,candidate_feature,vehicle,103,3,2 numeric,"Accident.HARM_EV, Vehicle.HARM_EV, Person.HARM_EV, Parkwork.PHARM_EV","Non-Collision Harmful Events: Codes Attributes 01 Rollover/Overturn 02 Fire/Explosion 03 Immersion or Partial Immersion 04 Gas Inhalation 51 Jackknife (harmful to this vehicle) 06 Injured in Vehicle (Non-Collision) 44 Pavement Surface Irregularity (Ruts, Potholes, Grates, etc.) 07 Other Non-Collision 16 Thrown or Falling Object 72 Cargo/Equipment Loss, Shift, or Damage (harmful) 05 Fell/Jumped from Vehicle Collision With Motor Vehicle In-Transport: Codes Attributes 12 Motor Vehicle In-Transport 54 Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons, or Objects Set in Motion from/by Another Motor Vehicle In-Transport 55 Motor Vehicle in Motion Outside the Trafficway Collision With Object Not Fixed: Codes Attributes 08 Pedestrian 09 Pedalcyclist 10 Railway Vehicle 74 Road Vehicle on Rails 11 Live Animal",,STRUCTURED_PAGE_FOUND
CRSS,2024,vehicle.csv,ROLLOVER,candidate_feature,vehicle,202,0,,,,"of an ROV. 108 (Motorhome) is used when it is known the vehicle is a motor home. This includes light vehicle-based motor homes (chassis mounted), medium/heavy vehicle-based motor homes, and campers or motor homes with unknown GVWR. 109 (Motorcycle - Cross Country) Cross-country motorcycles are used for cross-country racing. 110 (Motorcycle - Underbone) is a motorcycle that uses structural tube framing with an overlay of plastic or non-structural body panels and contrasts with monocoque or unibody designs where pressed steel serves both as the vehicle's structure and bodywork. 111 (Step Van / Walk-in Van) refers to a multi-stop delivery vehicle. Examples are the Grumman LLV used by the U.S. Postal Service or the Aeromate manufactured by Utilimaster Motor Corporation. 113 (Off-road Vehicle - Motocross (Off-road short-distance, closed track racing)) Motocross is a form of off-road motorcycle racing held on enclosed off-road circuits. 114 (Motorcycle - Competition) the classification simply designates these motorcycles as being used in some sort of racing or competition. 117 (Limousine) A limousine is a luxury vehicle typically driven by a chauffeur with a partition between the driver’s compartment and the passenger’s compartment. Stretch limos, limo buses (also known as party buses), sedan limos, SUV limos, convertible limos, and all other types of limos would also be coded as 117 (Limousine). 119 (Sport Utility Truck (SUT)) General Motors labels several of its vehicles as SUTs. These vehicles include Cadillac Escalade, Chevrolet Avalanche, Hummer Pickup Truck. The common features of these vehicles are that they are pickup truck-based sport utility vehicles with four doors and pickup truck beds. 124 (Off-road Vehicle - Golf Cart) is a motor vehicle that is designed and manufactured for operation on a golf course for sporting or recreational purposes. Golf carts or golf cars are different from code 004 (Low speed vehicle (LSV)/Neighborhood Electric Vehicle (NEV)) in that if they are manufactured to go less than 20 mph, they are not subject to the Federal Motor Vehicle Safety Standard (FMVSS) 500. Thus, golf carts will not have a 17-digit VIN. Golf carts will have a nonstandard serial number that may be reported in the case materials. Also, typically golf carts will not have safety features required of LSVs/NEVs under the FMVSS like safety belts, headlights, turn signal and tail lamps, rearview mirrors, etc., but may if made to be street legal. 125 (Motorcycle - Unknown Body Class) Use this code if you are unable to determine the specific type of Motorcycle (i.e., one of the other motorcycle attributes).",DEFINITION_CONTEXT_FOUND
CRSS,2024,vehicle.csv,ROLLOVER,candidate_feature,vehicle,224,1,,,,"of an ROV. 97 (Other Vehicle Type) is used when the motorized vehicle in question does not qualify for 93 (Construction equipment other than trucks), 92 (Farm equipment other than trucks), or 91 (Snowmobile). Examples of Other Vehicle Types are forklifts, city street sweepers, go-karts, “kit” cars, riding lawn mowers, etc. Not Reported and Unknown Body Types 98 (Not Reported) Code Not Reported only when NCSA MAKE, NCSA MODEL, NCSA BODY TYPE, and VEHICLE MODEL YEAR are ALL Not Reported. If you have partial information, see 99 (Unknown Body Type). If a State’s crash report manual instructs to leave blank data blocks that are not applicable, then a blank in those data blocks is NOT considered “Not Reported.” Code 98 (Not Reported) in these two situations. 1. No field or coding block exists on the State’s crash report to provide the information to code this element, AND no other information is available to code the element (e.g., narrative, diagram, case materials). 2. A field or coding block exists on the State’s crash report that would provide the information needed to code this element, but it has been left blank, OR a code has been selected on the State’s crash report that does not map to any FARS/CRSS attribute, AND",DEFINITION_CONTEXT_FOUND
CRSS,2024,vehicle.csv,ROLLOVER,candidate_feature,vehicle,269,3,1 numeric,"Vehicle.ROLLOVER, Person.ROLLOVER",Codes Attributes 0 No Rollover 3 Rollover 8 Not Applicable,This element identifies whether a rollover or overturn occurred during the crash involving this vehicle.,DEFINITION_CONTEXT_FOUND
CRSS,2024,vehicle.csv,ROLLOVER,candidate_feature,vehicle,270,3,1 numeric,Vehicle.ROLINLOC,Codes Attributes 0 No Rollover 1 On Roadway 2 On Shoulder 3 On Median/Separator 4 In Gore 5 On Roadside 6 Outside of Trafficway 7 In Parking Lane/Zone 8 Not Applicable 9 Unknown,This element identifies the location of the trip point or start of the vehicle’s roll.,DEFINITION_CONTEXT_FOUND
CRSS,2024,vehicle.csv,ROLLOVER,candidate_feature,vehicle,285,3,Read Only,"Cevent.SOE, Vevent.SOE","Non-Harmful Events: Codes Attributes 61 Equipment Failure (blown tire, brake failure, etc.) 62 Separation of Units 63 Ran Off Roadway - Right 64 Ran Off Roadway - Left 79 Ran off Roadway - Direction Unknown 71 End Departure 65 Cross Median 68 Cross Centerline 66 Downhill Runaway 67 Vehicle Went Airborne 69 Re-entering Roadway 70 Non-harmful, Swaying Trailer/Jackknife 60 Cargo/Equipment Loss or Shift (non-harmful) Non-Collision Harmful Events: Codes Attributes 01 Rollover/Overturn 02 Fire/Explosion 03 Immersion or Partial Immersion 04 Gas Inhalation 51 Jackknife (harmful to this vehicle) 06 Injured in Vehicle (Non-Collision) 44 Pavement Surface Irregularity (Ruts, Potholes, Grates, etc.) 07 Other Non-Collision 72 Cargo/Equipment Loss, Shift, or Damage (harmful) 16 Thrown or Falling Object",,STRUCTURED_PAGE_FOUND
CRSS,2024,vehicle.csv,ROLLOVER,candidate_feature,vehicle,303,3,2 numeric,"Vehicle.M_HARM, Parkwork.PM_HARM","Non-Collision Most Harmful Events: Codes Attributes 01 Rollover/Overturn 02 Fire/Explosion 03 Immersion or Partial Immersion 04 Gas Inhalation 51 Jackknife (harmful to this vehicle) 06 Injured in Vehicle (Non-Collision) 44 Pavement Surface Irregularity (Ruts, Potholes, Grates, etc.) 07 Other Non-Collision 16 Thrown or Falling Object 72 Cargo/Equipment Loss, Shift, or Damage (harmful) 05 Fell/Jumped from Vehicle Collision With Motor Vehicle In-Transport: Codes Attributes 12 Motor Vehicle In-Transport 54 Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons, or Objects Set in Motion from/by Another Motor Vehicle In-Transport 55 Motor Vehicle in Motion Outside the Trafficway Collision With Object Not Fixed: Codes Attributes 08 Pedestrian 09 Pedalcyclist 10 Railway Vehicle 74 Road Vehicle on Rails 11 Live Animal",,STRUCTURED_PAGE_FOUND
CRSS,2024,vehicle.csv,ROLLOVER,candidate_feature,vehicle,483,3,2 numeric,Vehicle.ACC_TYPE,As assigned by the selection on the next screens Codes Attributes 00 No Impact 01-93 Crash Types 98 Other Crash Type 99 Unknown,This element describes the type of crash this in-transport vehicle was involved in based on the FIRST HARMFUL EVENT and the precrash circumstances.,DEFINITION_CONTEXT_FOUND
CRSS,2024,vehicle.csv,IMPACT1,candidate_feature,vehicle,272,3,"2 subfields: Subfield 1, 2 numeric; Subfield 2, Select All That Apply","Vehicle.IMPACT1, Person.IMPACT1, Parkwork.PIMPACT1, Damage.DAMAGE","Subfield 1: Areas of Impact—Initial Contact Point Codes Attributes 00 Non-Collision 01-12 Clock Points 13 Top 14 Undercarriage 61 Left 62 Left - Front Side 63 Left - Back Side 81 Right 82 Right - Front Side 83 Right - Back Side 18 Cargo/Vehicle Parts Set in Motion 19 Other Objects or Person Set in Motion 20 Object Set in Motion, Unknown if Cargo/Vehicle Parts or Other 98 Not Reported 99 Reported as Unknown Subfield 2: Damaged Areas Codes Attributes 01-12 Clock Values 13 Top 14 Undercarriage 15 No Damage 99 Damage Areas Unknown",,STRUCTURED_PAGE_FOUND
CRSS,2024,vehicle.csv,DEFORMED,candidate_feature,vehicle,281,3,1 numeric,"Vehicle.DEFORMED, Parkwork.PVEH_SEV","Codes Attributes 0 No Damage 2 Minor Damage 4 Functional Damage 6 Disabling Damage 7 Damage Reported, Extent Unknown 8 Not Reported 9 Reported as Unknown",This element indicates the amount of damage sustained by this vehicle in this crash as indicated in the case materials based on an operational damage scale.,DEFINITION_CONTEXT_FOUND
CRSS,2024,vehicle.csv,FIRE_EXP,candidate_feature,vehicle,318,3,1 numeric,"Vehicle.FIRE_EXP, Person.FIRE_EXP, Parkwork.PFIRE",Codes Attributes 0 No or Not Reported 1 Yes,This element identifies whether or not a fire in any way related to the crash occurred in this vehicle.,DEFINITION_CONTEXT_FOUND
CRSS,2024,vehicle.csv,SPEEDREL,candidate_feature,vehicle,366,3,1 numeric,Vehicle.SPEEDREL,"Codes Attributes 0 No 2 Yes, Racing 3 Yes, Exceeded Speed Limit 4 Yes, Too Fast for Conditions 5 Yes, Specifics Unknown 9 Reported as Unknown",This element identifies if the driver was speeding and it was related to the crash as identified by law enforcement.,DEFINITION_CONTEXT_FOUND
CRSS,2024,vehicle.csv,VTRAFWAY,candidate_feature,vehicle,423,3,1 numeric,Vehicle.VTRAFWAY,"Codes Attributes 0 Non-Trafficway or Driveway Access 1 Two-Way, Not Divided 2 Two-Way, Divided, Unprotected Median 3 Two-Way, Divided, Positive Median Barrier 5 Two-Way, Not Divided with a Continuous Left-Turn Lane 4 One-Way Trafficway 6 Entrance/Exit Ramp 7 Two-Way Divided, Unknown if Unprotected Median or Positive Median Barrier 8 Not Reported 9 Reported as Unknown",This element identifies the value indicated in the case materials that best describes the trafficway flow just prior to this vehicle’s CRITICAL PRECRASH EVENT.,DEFINITION_CONTEXT_FOUND
CRSS,2024,vehicle.csv,VNUM_LAN,candidate_feature,vehicle,426,3,1 numeric,Vehicle.VNUM_LAN,Codes Attributes 0 Non-Trafficway or Driveway Access 1 One Lane 2 Two Lanes 3 Three Lanes 4 Four Lanes 5 Five Lanes 6 Six Lanes 7 Seven or More Lanes 8 Not Reported 9 Reported as Unknown,This element identifies the value indicated in the case materials that best describes the number of roadway lanes just prior to this vehicle’s CRITICAL PRECRASH EVENT.,DEFINITION_CONTEXT_FOUND
CRSS,2024,vehicle.csv,VSPD_LIM,candidate_feature,vehicle,429,3,2 numeric,Vehicle.VSPD_LIM,Codes Attributes 00 No Statutory Limit/Non-Trafficway or Driveway Access 05-95 Actual Speed Limit (in 5 mph increments) 98 Not Reported 99 Reported as Unknown,This element identifies the value indicated in the case materials that best represents the speed limit just prior to this vehicle’s CRITICAL PRECRASH EVENT.,DEFINITION_CONTEXT_FOUND
CRSS,2024,vehicle.csv,VALIGN,candidate_feature,vehicle,431,3,1 numeric,Vehicle.VALIGN,Codes Attributes 0 Non-Trafficway or Driveway Access 1 Straight 2 Curve - Right 3 Curve - Left 4 Curve - Unknown Direction 8 Not Reported 9 Reported as Unknown,This element identifies the value indicated in the case materials that best represents the roadway alignment prior to this vehicle’s CRITICAL PRECRASH EVENT.,DEFINITION_CONTEXT_FOUND
CRSS,2024,vehicle.csv,VPROFILE,candidate_feature,vehicle,433,3,1 numeric,Vehicle.VPROFILE,"Codes Attributes 0 Non-Trafficway or Driveway Access 1 Level 3 Hillcrest 5 Uphill 6 Downhill 2 Grade, Unknown Slope 4 Sag (Bottom) 8 Not Reported 9 Reported as Unknown",This element identifies the value indicated in the case materials that best represents the roadway grade prior to this vehicle’s CRITICAL PRECRASH EVENT.,DEFINITION_CONTEXT_FOUND
CRSS,2024,vehicle.csv,VSURCOND,candidate_feature,vehicle,437,3,2 numeric,Vehicle.VSURCOND,"Codes Attributes 00 Non-Trafficway or Driveway Access 01 Dry 02 Wet 03 Snow 10 Slush 04 Ice/Frost 06 Water (Standing, Moving) 05 Sand 11 Mud, Dirt, Gravel 07 Oil 08 Other 98 Not Reported 99 Reported as Unknown",This element identifies the value indicated in the case materials that best represents the roadway surface condition prior to this vehicle’s CRITICAL PRECRASH EVENT.,DEFINITION_CONTEXT_FOUND
CRSS,2024,vehicle.csv,VTRAFCON,candidate_feature,vehicle,440,3,2 numeric,Vehicle.VTRAFCON,Codes Attributes 00 No Controls Traffic Signals Codes Attributes 01 Traffic Control Signal (on colors) without Pedestrian Signal 02 Traffic Control Signal (on colors) with Pedestrian Signal 03 Traffic Control Signal (on colors) not known whether or not Pedestrian Signal 07 Lane Use Control Signal 08 Other Highway Traffic Signal 09 Unknown Highway Traffic Signal 04 Flashing Traffic Control Signal Regulatory Signs Codes Attributes 20 Stop Sign 21 Yield Sign 28 Other Regulatory Sign 29 Unknown Regulatory Sign 23 School Zone Sign/Device Other Signs and Signals Codes Attributes 40 Warning Sign 65 Railway Crossing Device 50 Person 98 Other,,STRUCTURED_PAGE_FOUND
CRSS,2024,vehicle.csv,ACC_TYPE,candidate_feature,vehicle,483,3,2 numeric,Vehicle.ACC_TYPE,As assigned by the selection on the next screens Codes Attributes 00 No Impact 01-93 Crash Types 98 Other Crash Type 99 Unknown,This element describes the type of crash this in-transport vehicle was involved in based on the FIRST HARMFUL EVENT and the precrash circumstances.,DEFINITION_CONTEXT_FOUND
CRSS,2024,vision.csv,VISION,candidate_feature,environment,35,0,,,,"PC8 Roadway Alignment FARS, CRSS This element identifies the value indicated in the case materials that best represents the roadway alignment prior to this vehicle’s critical precrash event. PC9 Roadway Grade FARS, CRSS This element identifies the value indicated in the case materials that best represents the roadway grade prior to this vehicle’s critical precrash event. PC10 Roadway Surface Type FARS Only This element identifies the value indicated in the case materials that best represents the roadway surface type prior to this vehicle’s critical precrash event. PC11 Roadway Surface Conditions FARS, CRSS This element identifies the value indicated in the case materials that best represents the roadway surface condition prior to this vehicle’s critical precrash event. PC12 Traffic Control Device FARS, CRSS This element identifies the sign or signal indicated in the case materials that best describes the traffic controls in the vehicle’s environment just prior to this vehicle’s critical precrash event. PC13 Device Functioning FARS, CRSS This element identifies the functionality of the traffic control device recorded for this vehicle in the element Traffic Control Device. PC14 Driver’s Vision Obscured By FARS, CRSS This data element records impediments to a driver’s visual field that were noted in the case materials. PC15 Driver Maneuvered to Avoid FARS, CRSS This data element identifies the thing(s) the driver attempted to avoid while the vehicle was on the road portion of the trafficway just",DEFINITION_CONTEXT_FOUND
CRSS,2024,vision.csv,VISION,candidate_feature,environment,368,3,2 numeric. Select All That Apply,Drimpair.DRIMPAIR,"Codes Attributes 00 None/Apparently Normal 01 Ill, Blackout 02 Asleep or Fatigued 03 Walking with a Cane or Crutches, etc. 04 Paraplegic or in a Wheelchair 05 Impaired Due to Previous Injury 06 Deaf/Hard of Hearing 07 Blind/Low Vision 08 Emotional (depressed, angry, disturbed, etc.) 09 Under the Influence of Alcohol, Drugs or Medication 10 Physical Impairment - No Details 96 Other Physical Impairment 98 Not Reported 99 Reported as Unknown if Impaired",This element identifies physical impairments to this driver or non-motorist that may have contributed to the cause of the crash as identified by law enforcement.,DEFINITION_CONTEXT_FOUND
CRSS,2024,vision.csv,VISION,candidate_feature,environment,448,3,2 numeric. Select All That Apply.,Vision.VISION,"Codes Attributes 00 No Obstruction Noted 01 Rain, Snow, Fog, Smoke, Sand, Dust 02 Reflected Glare, Bright Sunlight, Headlights 03 Curve, Hill, or Other Roadway Design Feature 04 Building, Billboard, Other Structure 05 Trees, Crops, Vegetation 06 In-Transport Motor Vehicle (including load) 07 Not In-Transport Motor Vehicle (parked/working) 08 Splash or Spray of Passing Vehicle 09 Inadequate Defrost or Defog System 10 Inadequate Vehicle Lighting System 11 Obstruction Interior to the Vehicle 12 External Mirrors 13 Broken or Improperly Cleaned Windshield 14 Obstructing Angles on Vehicle 95 No Driver Present/Unknown if Driver Present 97 Vision Obscured - No Details 98 Other Visual Obstruction 99 Reported as Unknown",This data element records impediments to a driver’s visual field that were noted in the case materials.,DEFINITION_CONTEXT_FOUND
CRSS,2024,vision.csv,VISION,candidate_feature,environment,638,0,,,,This element describes the action(s) and/or circumstances of the non-motorist that law enforcement indicated may have contributed to the crash.,DEFINITION_CONTEXT_FOUND
CRSS,2024,vision.csv,VISION,candidate_feature,environment,651,3,2 numeric. Select All That Apply.,Nmimpair.NMIMPAIR,"Codes Attributes 00 None/Apparently Normal 01 Ill, Blackout 02 Asleep or Fatigued 03 Walking with a Cane or Crutches, etc. 04 Paraplegic or in a Wheelchair 05 Impaired Due to Previous Injury 06 Deaf/Hard of Hearing 07 Blind/Low Vision 08 Emotional (Depressed, Angry, Disturbed, etc.) 09 Under the Influence of Alcohol, Drugs, or Medication 10 Physical Impairment - No Details 96 Other Physical Impairment 98 Not Reported 99 Reported as Unknown if Impaired",This element attempts to identify any physical impairment to this non-motorist that may have contributed to the cause of the crash.,DEFINITION_CONTEXT_FOUND
